bond_proceeds,business_name,compensation_from_other_srcs,contrct_rcvd_greater_than_100k,ein,exclusion_amount,executive_compensation,formation_year,fundraising_expenses,group_return_for_affiliates,indiv_rcvd_greater_than_100k,investment_income,management_and_general_expenses,net_assets_boy,net_assets_eoy,net_fundraising,net_inventory_sales,operating_margin,other_compensations,other_revenue,other_salaries_and_wages,professional_fundraising_fees,program_efficiency,program_service_revenue,program_services_expenses,related_or_exempt_func_income,rental_property_income,royalties,sales_of_assets,tax_period_begin,tax_period_end,tot_reportable_comp_rltd_org,total_assets_boy,total_assets_eoy,total_comp_greater_than_150k,total_contributions,total_employees,total_expenses,total_gross_ubi,total_liabilities_boy,total_liabilities_eoy,total_revenue,total_volunteers,unrelated_business_revenue,voting_members_governing_body,voting_members_independent,website
,MUSEUM OF SCIENCE AND HISTORY,0,0,590651090,23177,132651,1964,209335,0,1,59368,504393,5572961,8547447,,59257,0.4440442594553218,6512,21467,1406521,,0.800588014572122,1246314,2865435,1276135,,,-57658,2019-06-01,2020-05-31,0,6466089,9609524,0,5109108,79,3579163,29436,893128,1062077,6437856,119,29436,18,18,WWW.THEMOSH.ORG
,MUSEUM OF SCIENCE AND HISTORY,0,0,590651090,174763,136260,1964,94901,0,1,65930,854345,7118076,5572961,17546,99361,-0.5938796758118067,5436,7663,1208168,,0.7453541182119854,1337286,2778464,1387367,,,83624,2018-06-01,2019-05-31,0,8099732,6466089,0,727355,70,3727710,49280,981656,893128,2338765,129,49280,18,18,WWW.THEMOSH.ORG
,MUSEUM OF SCIENCE AND HISTORY,0,0,590651090,365463,143591,1964,312025,0,1,64132,487011,7578795,7118076,,118803,-0.1972707238837329,6144,159388,1158554,103683,0.7462076588473138,1214026,2349349,1274299,,,141943,2017-06-01,2018-05-31,0,8356145,8099732,0,931343,81,3148385,58530,777350,981656,2629635,155,58530,16,16,WWW.THEMOSH.ORG
,MUSEUM OF SCIENCE AND HISTORY,0,0,590651090,225158,140054,1964,99480,0,1,54659,439223,8834598,8031694,4664,132285,-0.3585426656065791,6235,68446,1068734,,0.8263945800090299,1079596,2564328,1142489,,,97389,2015-10-01,2016-09-30,0,9256611,8488969,0,847049,47,3103031,69392,422013,457275,2284088,172,69392,17,17,WWW.THEMOSH.ORG
,MUSEUM OF SCIENCE AND HISTORY,0,0,590651090,166106,126525,1964,83992,0,1,87060,688568,9176542,8834598,11233,140248,-0.02221828449533617,4392,82544,906528,,0.7434475448259464,1241189,2238754,1399190,,,67813,2014-10-01,2015-09-30,0,9456536,9256611,0,1315775,75,3011314,64791,279994,422013,2945862,180,64791,18,18,WWW.THEMOSH.ORG
,,0,0,590651090,138817,128060,1964,76918,0,1,71955,393249,9322796,9176542,7971,67418,-0.08602974011651116,3755,,785479,,0.8169267784210754,1177847,2098024,1177847,,,25182,2013-10-01,2014-09-30,0,9578903,9456536,0,1014379,64,2568191,33709,256107,279994,2364752,46,33709,21,21,WWW.THEMOSH.ORG
,,,,590651090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Vero Beach Opera Inc,false,0,592883286,,13750,1988,12200,false,0,29839,40446,1030270,1257817,0,0,0.25444246612272126,,778,55821,0,0.8924503170556318,214928,436858,245545,0,0,0,2023-06-01,2024-05-31,,1030270,1269085,false,411016,2,489504,0,,11268,656561,,,15,15,verobeachopera.org
0,Vero Beach Opera Inc,false,0,592883286,,,1988,0,false,0,2535,26583,895705,1030270,0,0,0.2915072635815761,,357,0,0,0.9187195959064739,109357,300470,112249,0,0,0,2022-06-01,2023-05-31,,903263,1030270,false,349369,0,327053,0,7558,0,461618,,,15,15,verobeachopera.org
0,Vero Beach Opera Inc,false,0,592883286,,,1988,0,false,0,-29716,21264,805784,895705,0,0,0.22216484784397245,,58,0,0,0.9324583582146442,109347,293564,79689,0,0,0,2021-06-01,2022-05-31,,808784,903263,false,325060,0,314828,0,3000,7558,404749,,,15,15,verobeachopera.org
0,Vero Beach Opera Inc,false,0,592883286,,,1988,0,false,0,64845,14496,585914,805784,0,0,0.6179386867222016,,0,0,0,0.8933662885642406,8215,121446,73060,0,0,0,2020-06-01,2021-05-31,,592414,808784,false,282752,0,135942,0,6500,3000,355812,,,15,15,verobeachopera.org
0,Vero Beach Opera Inc,false,0,592883286,,,1988,6843,false,0,23636,20546,526418,585914,0,0,0.19685148790026402,,0,0,6843,0.8871682691911577,121799,215353,145435,0,0,0,2019-06-01,2020-05-31,,526418,592414,false,156803,0,242742,0,,6500,302238,,,11,11,verobeachopera.org
0,Vero Beach Opera Inc,false,0,592883286,,,1988,0,false,0,14223,21138,420114,526418,0,0,0.2658271213481404,,0,0,0,0.9280028610841465,146280,272457,160503,0,0,0,2018-06-01,2019-05-31,,420564,526418,false,239396,0,293595,0,450,0,399899,,,11,11,verobeachopera.org
,,false,,592883286,,,1988,0,false,,606,57403,329093,340088,,,0.04150309527404499,,,,,0.7739371861770208,138009,196522,138615,,,,2013-06-01,2014-05-31,,329093,340088,false,126305,0,253925,0,,0,264920,,,10,10,VEROBEACHOPERA.ORG
,,,,592883286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MINNESOTA FRINGE FESTIVAL,0,0,411734179,4393,66250,1992,32228,0,0,4496,95654,163908,228138,-103,,0.09642348871981793,1988,920,134011,,0.78753401761772,346648,474012,347568,,,,2022-10-01,2023-09-30,0,363939,433961,0,314163,36,601894,0,200031,205823,666124,105,0,8,8,WWW.MINNESOTAFRINGE.ORG
,MINNESOTA FRINGE FESTIVAL,0,0,411734179,48102,65000,1993,71803,0,0,1082,93073,172785,163908,2703,,-0.014629636343859904,825,45217,141708,,0.7321959071498996,337894,450783,338794,,,,2021-10-01,2022-09-30,0,317123,363939,0,219886,36,615659,0,144338,200031,606782,150,0,8,8,WWW.MINNESOTAFRINGE.ORG
,MINNESOTA FRINGE FESTIVAL,0,0,411734179,41304,54450,1993,30271,0,0,710,82424,108191,172785,1017,,0.1231969331413368,1800,39577,75092,,0.7548621881532495,77185,347026,77185,,,0,2020-10-01,2021-09-30,0,293582,317123,0,405826,24,459721,0,185391,144338,524315,42,0,10,10,WWW.MINNESOTAFRINGE.ORG
,MINNESOTA FRINGE FESTIVAL,0,0,411734179,2765,59077,1993,28542,0,0,162,83729,125278,108191,,,-0.0835676801862385,1800,2603,70945,,0.4932612973695138,27341,109285,27341,,,,2019-10-01,2020-09-30,0,150825,293582,0,174363,24,221556,0,25547,185391,204469,12,0,9,9,WWW.MINNESOTAFRINGE.ORG
,MINNESOTA FRINGE FESTIVAL,0,0,411734179,5847,60000,1993,20729,0,0,37,83186,137172,125278,3103,,-0.017477836768701537,1800,2707,139835,,0.8499233838763859,421724,588498,421724,,,,2018-10-01,2019-09-30,0,182498,150825,0,252948,39,692413,0,45326,25547,680519,325,0,13,13,WWW.MINNESOTAFRINGE.ORG
,MINNESOTA FRINGE FESTIVAL,0,0,411734179,12244,60000,1993,26197,0,0,28,85226,150587,137172,9039,,-0.022000531358342162,1800,3177,140593,,0.8212005333992326,349709,511750,349709,,,,2017-10-01,2018-09-30,0,153011,182498,0,247805,39,623173,0,2424,45326,609758,296,0,14,14,WWW.MINNESOTAFRINGE.ORG
,Minnesota Fringe Festival,0,0,411734179,10892,59670,1993,17923,0,0,24,70768,224843,150587,3968,,-0.1266352534291079,4815,6900,123145,,0.8657484564046907,439085,571942,439085,,,,2016-10-01,2017-09-30,0,225227,153011,0,136400,49,660633,0,384,2424,586377,274,0,11,11,www.fringefestival.org
,Minnesota Fringe Festival,0,0,411734179,10754,61200,1993,37071,0,0,31,95703,245269,224843,2423,,-0.029664936962372032,4975,8300,103605,,0.8127261161410076,469734,576209,469734,,,,2015-10-01,2016-09-30,0,245455,225227,0,208069,49,708983,0,186,384,688557,385,0,12,12,www.fringefestival.org
0,MINNESOTA FRINGE FESTIVAL,0,0,411734179,8508,68844,1993,40187,0,0,31,105090,267936,245269,8508,0,-0.03083236643547266,4800,0,103405,,0.8083002127109296,586992,612559,587023,0,0,0,2014-10-01,2015-09-30,0,268122,245455,0,139638,43,757836,0,186,186,735169,390,0,12,12,www.fringefestival.org
0,,0,0,411734179,8205,58563,1993,40941,0,0,31,99081,255863,267936,8205,0,0.01633079842765509,4437,0,102132,1475,0.8074518189506398,569122,587183,569153,0,0,0,2013-10-01,2014-09-30,0,256372,268122,0,161920,41,727205,0,509,186,739278,380,0,14,14,www.fringefestival.org
,,,,411734179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EDUCATION LEADERS OF COLOR INC,0,7,812253548,9762,1364515,2016,152909,0,7,37114,749655,14663331,11914812,,,-0.9993770499885737,160161,,991982,,0.849618332566344,384351,5099258,384351,,,-27352,2023-01-01,2023-12-31,0,14796496,12290325,1,2607733,11,6001822,0,133165,375513,3001846,1167,0,10,10,WWW.EDLOC.ORG
,EDUCATION LEADERS OF COLOR INC,0,3,812253548,22825,1302570,2016,152633,0,9,37827,1045736,13964805,14663331,,,0.15105705876243436,87421,,1272403,,0.7988873065138099,189452,4760325,189452,,,-15002,2022-01-01,2022-12-31,0,14016932,14796496,1,6806680,10,5958694,0,52127,133165,7018957,1000,0,6,6,WWW.EDLOC.ORG
,EDUCATION LEADERS OF COLOR INC,0,2,812253548,21895,945909,2016,191270,0,5,24097,527628,5885682,13964805,,,0.7099470243568785,60845,,689879,,0.7775812817529205,51939,2513285,51939,,,-2202,2021-01-01,2021-12-31,0,6387727,14016932,1,11069589,9,3232183,0,502045,52127,11143423,475,0,6,6,WWW.EDLOC.ORG
,EDUCATION LEADERS OF COLOR INC,0,3,812253548,2265,481871,2016,55077,0,2,2265,438876,3775581,5885682,,,0.40797114254680134,53283,,228784,,0.8386871542588195,75350,2568128,75350,,,,2020-01-01,2020-12-31,0,4514376,6387727,1,5094567,7,3062081,0,738795,502045,5172182,265,0,8,8,WWW.EDLOC.ORG
,EDUCATION LEADERS OF COLOR INC,0,1,812253548,1774,557984,2016,46100,0,3,1774,161097,4395350,3775581,,,-0.3232832996367445,62926,,148164,,0.9183259574666016,183185,2329680,183185,,,,2019-01-01,2019-12-31,0,4835217,4514376,1,1732149,4,2536877,0,439867,738795,1917108,350,0,8,7,WWW.EDLOC.ORG
,EDUCATION LEADERS OF COLOR INC,0,2,812253548,856,454556,2016,51569,0,2,856,130042,2916946,4395350,,,0.378635721612322,35041,,10970,,0.9251443953818208,75203,2244540,75203,,,,2018-01-01,2018-12-31,0,3318437,4835217,1,3828496,3,2426151,0,401491,439867,3904555,319,0,6,5,WWW.EDLOC.ORG
,EDUCATION LEADERS OF COLOR INC,0,1,812253548,12,414947,2016,66792,0,2,12,102643,617270,2916946,,,0.5180712957527037,31931,,,,0.9207967121064377,53906,1969807,53906,,,,2017-01-01,2017-12-31,0,663324,3318437,1,4385000,2,2139242,0,46054,401491,4438918,240,0,6,5,WWW.EDLOC.ORG
,EDUCATION LEADERS OF COLOR INC,0,0,812253548,0,109843,2016,21284,0,1,,46873,,617270,,,0.5519887005649717,3080,,62161,,0.8280990693334006,,328333,0,,,,2016-04-13,2016-12-31,0,,663324,0,885000,2,396490,0,,46054,885000,297,0,3,2,WWW.EDLOC.ORG
,Theatre Under the Stars Inc,0,7,741621647,66170,879651,1968,1031780,0,4,209624,2711442,8061609,5577625,-160705,14614,-0.1585637692126141,93891,,2238648,30000,0.8015224862269653,12144203,15116456,12158817,,17347,-96,2022-09-01,2023-08-31,0,16249287,14140613,1,4053511,473,18859678,0,8187678,8562988,16278498,118,0,51,51,www.tuts.com
,Theatre Under the Stars Inc,0,4,741621647,-76407,725925,1968,1256019,0,4,46775,1337991,5168815,8061609,-214194,10759,0.23436560656632946,52066,,4649130,95890,0.8330741724397641,8245789,12945886,8256548,,15407,75605,2021-09-01,2022-08-31,0,18210122,16249287,1,12116617,473,15539896,0,13041307,8187678,20296758,209,0,43,43,www.tuts.com
,Theatre Under the Stars Inc,0,2,741621647,-12757,591023,1968,1114859,0,4,9465,1146181,5847031,5168815,-22222,-36063,-0.1305867656170168,69006,,2061561,,0.5884856649579083,528638,3233398,492575,,,,2020-09-01,2021-08-31,0,12542788,18210122,1,4379993,228,5494438,0,6695757,13041307,4859811,45,0,45,45,www.tuts.com
0,Theatre Under the Stars Inc,false,0,741621647,187838,842752,1968,1056447,false,5,59222,1019125,11883114,5847031,-20296,35156,-0.13062167221436977,77710,0,4419134,96000,0.8270270468478346,6529395,9923830,6564551,0,151524,-2612,2019-09-01,2020-08-31,,18291072,12542788,true,3860712,391,11999402,0,6407958,6695757,10613101,200,,52,52,www.tuts.com
0,Theatre Under the Stars Inc,false,0,741621647,-43098,850306,1968,1513557,false,5,96560,1096384,11041676,11883114,-193536,92349,0.04633622681026931,63306,0,7377770,0,0.8550860156120864,12491455,15400336,12583804,0,37389,16489,2018-09-01,2019-08-31,,18756337,18291072,true,6344647,93,18010277,0,7714661,6407958,18885353,240,,62,62,www.tuts.com
0,Theatre Under the Stars Inc,false,0,741621647,137772,405819,1968,1295459,false,3,64742,1340519,11258018,11041676,-90232,51492,-0.017277658359276516,25274,0,4879739,0,0.8116881753046269,8276388,11361964,8327880,0,130651,32611,2017-09-01,2018-08-31,,17811530,18756337,true,5294546,414,13997942,0,6553512,7714661,13760198,225,,79,79,www.tuts.com
0,Theatre Under the Stars Inc,false,1,741621647,1533,789726,1968,1351393,false,3,64321,1242503,9277195,11258018,-74204,60516,0.09863771434252241,81717,0,6378769,0,0.8509951127999009,9330310,14814231,9465563,74737,15160,-3744,2016-09-01,2017-08-31,,15512459,17811530,true,9846034,93,17408127,0,6235264,6553512,19313130,240,,84,84,www.tuts.com
0,Theatre Under the Stars Inc,false,0,741621647,-213409,836756,1968,1482726,false,5,34349,1106858,7341126,9277195,-132311,141390,0.08382847327195028,83202,0,6541590,0,0.8744312372944245,14421159,18033252,14562549,-241349,39959,85943,2015-09-01,2016-08-31,,19184414,15512459,true,8160658,520,20622836,0,11843288,6235264,22509798,242,,92,92,www.tuts.com
0,Theatre Under The Stars Inc,false,0,741621647,-149177,1163028,1968,897443,false,6,127026,3575719,8603126,7341126,-226211,64000,-0.05678647988296153,147113,542030,5334422,0,0.7747280631077004,14368028,15383559,14974058,-133329,74234,9103,2014-09-01,2015-08-31,0,16625951,19184414,true,3964838,502,19856721,0,8022825,11843288,18789719,230,,94,93,WWW.TUTS.COM
,,0,0,741621647,-274878,964744,1968,2023627,0,6,125860,3083836,6876550,8603126,-221558,141459,0.0831063633377272,97551,913775,6301303,,0.7274942063754813,14345771,13635122,15401005,-195777,16597,,2013-09-01,2014-08-31,0,13193404,16625951,1,5315268,475,18742585,0,6316854,8022825,20441395,185,0,93,91,WWW.TUTS.COM
,,,,741621647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CHESTER COUNTY HISTORICAL SOCIETY,0,0,231371942,288098,97528,1945,198552,0,0,241325,339370,8256956,7961306,99851,5110,-0.5905273751972244,4248,11629,593536,,0.6585950991772725,260863,1037691,263708,20746,631,-87663,2023-01-01,2023-12-31,0,10083447,10107579,0,438131,31,1575613,686,1826491,2146273,990623,117,686,22,22,WWW.MYCCHC.ORG
,CHESTER COUNTY HISTORICAL SOCIETY,0,0,231371942,173039,85972,1945,180979,0,0,182232,260155,9642925,8256956,-18279,10293,-0.4871191232511516,4893,261,599092,,0.7342694327984194,229164,1218946,236957,-669,574,8839,2022-01-01,2022-12-31,0,11285683,10083447,0,703891,31,1660080,2419,1642758,1826491,1116306,121,2419,18,18,WWW.CHESTERCOHISTORICAL.ORG
,CHESTER COUNTY HISTORICAL SOCIETY,0,0,231371942,389948,91877,1945,271877,0,0,266759,303008,9675706,9642925,1852,6317,-0.09802305208536119,5552,499,619245,,0.6485371329076624,200340,1060807,204657,-18154,198,136642,2021-01-01,2021-12-31,0,11277520,11285683,0,895217,22,1635692,-152,1601814,1642758,1489670,231,-152,21,21,WWW.CHESTERCOHISTORICAL.ORG
,CHESTER COUNTY HISTORICAL SOCIETY,0,3,231371942,156554,71652,1945,177177,0,0,168941,239238,9911802,9675706,4721,931,-0.4245004529871933,1009,1192,476512,,0.7050805899875492,180385,995547,178385,-10198,123,-10292,2020-01-01,2020-12-31,0,11290834,11277520,0,655395,23,1411962,864,1379032,1601814,991198,244,864,22,22,WWW.CHESTERCOHISTORICAL.ORG
,CHESTER COUNTY HISTORICAL SOCIETY,0,0,231371942,173509,94251,1945,161472,0,0,182788,243703,9597669,9911802,-14481,5774,-0.15416469335754795,0,588,422576,,0.72519423089314,339370,1069230,330785,7385,104,-6037,2019-01-01,2019-12-31,0,10989484,11290834,0,761974,25,1474405,11197,1391815,1379032,1277465,202,11197,18,18,WWW.CHESTERCOHISTORICAL.ORG
,CHESTER COUNTY HISTORICAL SOCIETY,0,0,231371942,235024,109355,1945,165644,0,1,164588,234075,10540452,9597669,-21223,8256,-0.35362053696383305,1392,191,484459,,0.7392650062261626,352584,1133328,342684,17893,179,70054,2018-01-01,2018-12-31,0,11738077,10989484,0,540031,25,1533047,14814,1197625,1391815,1132553,207,14814,19,19,WWW.CHESTERCOHISTORICAL.ORG
,CHESTER COUNTY HISTORICAL SOCIETY,0,0,231371942,244467,110000,1945,178818,0,1,179907,278315,11713874,10540452,-13787,10491,-0.12863757815030055,674,773,515890,,0.6869498820411504,359289,1003122,357511,21390,53,51665,2017-01-01,2017-12-31,0,12847043,11738077,0,684040,32,1460255,7803,1133169,1197625,1293821,250,7803,20,20,WWW.CHESTERCOHISTORICAL.ORG
,CHESTER COUNTY HISTORICAL SOCIETY,false,,231371942,284031,44423,,230888,false,,63930,365703,12211146,11713874,143058,6701,-0.643560372263225,,219,651062,,0.6196185671785678,202840,971811,233569,77043,,23809,2016-01-01,2016-12-31,,13378885,12847043,false,436671,32,1568402,0,1167739,1133169,954271,250,,20,20,WWW.CHESTERCOHISTORICAL.ORG
,CHESTER COUNTY HISTORICAL SOCIETY,false,,231371942,431640,,,292695,false,,83708,361554,9396168,12211145,274399,5794,0.6578367286606246,,396,602596,,0.5885940553715204,173219,936027,242988,73533,,63579,2015-01-01,2015-12-31,,10593355,13378885,false,3973083,28,1590276,0,1197187,1167740,4647711,250,,20,19,WWW.CHESTERCOHISTORICAL.ORG
,CHESTER COUNTY HISTORICAL SOCIETY,false,,231371942,472140,,,256327,false,,106250,383373,9192786,9396168,277002,2995,0.15764948736119894,,285,591048,,0.5735464112433886,185805,860346,362682,88888,,173597,2014-01-01,2014-12-31,,10170701,10593355,false,945964,25,1500046,0,977915,1197187,1780786,300,,20,19,WWW.CHESTERCOHISTORICAL.ORG
,,false,,231371942,426255,119000,,240287,false,1,68650,397337,8214172,9192786,264172,7796,0.3251533260358346,6221,2265,601421,,0.5876202782811605,202739,908582,424000,93433,,211200,2013-01-01,2013-12-31,,9269595,10170701,false,1440941,28,1546206,0,1055423,977915,2291196,300,,20,20,WWW.CHESTERCOHISTORICAL.ORG
0,LYME ACADEMY OF FINE ARTS,false,0,060942210,1058385,68571,1976,67478,false,0,115851,612964,13448962,14748869,12668,79423,0.19004472847773216,,7804,658235,0,0.6842591754773057,719786,1474623,799209,188684,0,733378,2023-07-01,2024-06-30,,15291724,16596708,false,803127,18,2155065,0,1842762,1847839,2660721,50,,23,22,lymeacademy.edu
0,LYME ACADEMY OF FINE ARTS,false,0,060942210,349960,,1976,98466,false,0,182806,664034,12465964,13448962,0,120926,-0.2507511562978875,,9019,536345,0,0.5734232324057363,502413,1024986,623339,158135,0,0,2022-07-01,2023-06-30,,14295843,15291724,false,455831,10,1787486,0,1829879,1842762,1429130,30,,22,22,lymeacademy.edu
0,LYME ACADEMY OF FINE ARTS,false,0,060942210,332102,,1976,116362,false,0,172668,531644,11960687,12465964,0,23601,0.37045553990946484,,0,436594,0,0.590552982143094,271206,934631,294807,159434,0,0,2021-07-01,2022-06-30,,13826487,14295843,false,1887031,10,1582637,0,1865800,1829879,2513940,75,,17,17,lymeacademy.edu
0,LYME ACADEMY OF FINE ARTS,false,0,060942210,305453,,1976,36077,false,0,158149,488888,10330492,11960687,0,0,-0.7798256667753757,,0,241482,0,0.43081563594058836,82730,397346,82730,147304,0,0,2020-07-01,2021-06-30,,12194872,13826487,false,130020,0,922311,0,1864380,1865800,518203,50,,16,16,N/A
0,Lyme Academy of Fine Arts Inc,false,0,060942210,360013,185396,1976,188146,false,0,278349,1182228,10965598,12674463,-10354,23887,-0.22449706195945784,34156,55962,1150340,0,0.6974553222623371,2571793,3159119,2651642,0,0,92018,2014-07-01,2015-06-30,170296,12746161,18431154,false,687409,74,4529493,0,1780563,5756691,3699064,50,,13,13,WWW.LYMEACADEMY.EDU
,,0,1,060942210,437066,220000,1976,307550,0,2,124777,1202806,9570140,10965598,-11623,54623,0.20951197175044572,9841,24103,1364530,,0.6612140974392252,2159904,2947787,2238630,,,323912,2013-07-01,2014-06-30,0,11523409,12746161,0,2964039,93,4458143,0,1953269,1780563,5639735,95,0,12,12,WWW.LYMEACADEMY.EDU
,,,,060942210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,STAGEWORKS INC,false,,592465234,,,1984,48036,false,,546,201140,932513,1884217,63652,,0.5320348837209302,,,254674,,0.7023328268203408,239875,587920,270477,30056,,,2022-07-01,2023-06-30,,1234043,2195004,false,1454671,17,837096,0,301530,310787,1788800,70,,14,14,STAGEWORKSTHEATRE.ORG
,STAGEWORKS INC,false,,592465234,,53346,1984,93200,false,,55,131225,926567,932513,68638,,0.008131804710866887,,,137157,,0.6905579677273022,230486,500832,274163,43622,,,2021-07-01,2022-06-30,,1297022,1234043,false,388402,20,725257,0,370455,301530,731203,50,,14,14,STAGEWORKSTHEATRE.ORG
,STAGEWORKS INC,false,,592465234,,52027,1984,25323,false,,54,48876,893560,926567,48223,,0.0755786263177659,,,99652,,0.8162103651815504,63804,329518,85619,21761,,,2020-07-01,2021-06-30,,1316468,1297022,false,302882,17,403717,0,422908,370455,436724,75,,17,17,STAGEWORKSTHEATRE.ORG
,STAGE WORKS INC,false,,592465234,,,1984,10396,false,,37,46756,861106,893560,117905,,0.07276551093253933,,,122274,,0.8618028117247083,118035,356402,142453,24381,,,2019-07-01,2020-06-30,,1108561,1316468,false,185650,15,413554,0,247455,422908,446008,175,,14,14,STAGEWORKSTHEATRE.ORG
,STAGE WORKS INC,false,,592465234,,,1984,0,false,,65,48577,892431,861106,90281,,-0.06575425854595451,,,104486,,0.9043232490349011,224659,459143,261221,36497,,,2018-07-01,2019-06-30,,1170623,1108561,false,124893,12,507720,0,278192,247455,476395,175,,12,12,STAGEWORKSTHEATRE.ORG
,STAGE WORKS INC,false,,592465234,,,1984,750,false,,21,165536,829009,892431,56232,,0.1336826854905829,,600,248796,750,0.6055488740710167,231006,255277,259556,27929,,,2017-07-01,2018-06-30,,1127326,1170623,false,170827,9,421563,0,298317,278192,486615,45,,3,8,
,STAGE WORKS INC,false,,592465234,,,1984,600,false,,6,146630,841888,829009,1882,,-0.03603819761025001,,,221570,600,0.5988611285181048,169438,219800,207608,38164,,,2016-07-01,2017-06-30,,1166436,1127326,false,144773,13,367030,0,324548,298317,354263,11,,8,8,
,STAGE WORKS INC,false,,592465234,,91416,1984,0,false,,5,199009,871774,841888,,,-0.06954440761754957,,,259895,,0.5818910276611747,190042,276965,222489,32442,,,2015-07-01,2016-06-30,,1234012,1166436,false,222536,13,475974,0,362238,324548,445025,11,,8,8,N/A
,STAGE WORKS INC,false,,592465234,,93500,1984,0,false,,11,113644,866175,871774,,,0.011934629182395835,,,208232,,0.7548345342365276,211133,349896,247214,36070,,,2014-07-01,2015-06-30,,1297555,1234012,false,221925,13,463540,0,431380,362238,469139,11,,7,7,N/A
,,false,,592465234,,25619,1984,23678,false,,1,104963,878539,866175,,,-0.027644881902362868,,,71576,,0.7138516496838097,195112,320927,195613,10775,500,,2013-07-01,2014-06-30,,1304380,1297555,true,231089,1,449571,0,425841,431380,437477,,,11,11,www.stageworkstheatre.org
,Matthews Playhouse of the Performing Arts Inc,false,,561937368,0,,1995,0,false,,,130788,695164,729414,,,0.029982729587263585,,66323,378750,,0.8679194598339349,752564,859426,818887,,,,2022-07-01,2023-06-30,,855848,907004,false,201934,11,990214,0,160684,177590,1020821,100,0,14,14,www.matthewsplayhouse.com
